,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time,fitness_value
0,100,50,13674,"or_(gt('lag_close_31', 'percentage_low_57'), gt('ma_volume_5', 'ma_volume_47'))",1.0%,116918.97703677377,136909.31488624483,1163.7100970760914,1000,2024-08-13 05:43:30.003858+00:00,"(266493.8390857141,)"
