,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,100,50,24079,"or_(gt('lag_close_26', 'lag_low_26'), gt('ma_volume_5', 'lag_volume_28'))",1.0%,116918.97703677377,111846.99814305184,1163.7100970760914,446.0534547408595,2024-08-03 08:58:26.438649+00:00
