,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,100,50,24385,"or_(or_(or_(gt('ma_volume_27', 'lag_volume_20'), gt('lag_high_28', 'lag_low_39')), gt('lag_high_23', 'ma_low_34')), gt('ma_low_18', 'ma_high_37'))",1.0%,116918.97703677377,141069.26550065403,1163.7100970760914,597.8778026120095,2024-08-03 08:58:25.787903+00:00
