,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,100,50,24238,"or_(gt('ma_close_9', 'ma_high_35'), gt('ma_volume_37', 'ma_volume_19'))",1.0%,116918.97703677377,66164.2313513009,1163.7100970760914,400.55972758104394,2024-08-03 08:58:26.051543+00:00
