,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,100,50,22959,"or_(gt('ma_volume_43', 'ma_volume_31'), or_(gt('ma_open_4', 'lag_low_18'), or_(gt('ma_volume_43', 'ma_volume_13'), gt('ma_volume_9', 'ma_volume_35'))))",1.0%,116918.97703677377,182770.86449963826,1163.7100970760914,664.8260271450536,2024-08-03 08:58:22.558644+00:00
