,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time,fitness_value
0,100,50,24554,"or_(gt('ma_volume_24', 'lag_volume_49'), or_(or_(gt('ma_open_47', 'lag_close_10'), gt('lag_volume_1', 'percentage_volume_37')), gt('lag_volume_11', 'ma_volume_17')))",1.0%,116918.97703677377,131278.9858427442,1163.7100970760914,715.1662295040264,2024-08-12 01:52:05.860715+00:00,"(214476.2964305956,)"
