,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time,fitness_value
0,10,3,104,"or_(gt('lag_close_5', 'lag_low_19'), gt('lag_low_41', 'ma_low_38'))",1.0%,116918.97703677377,21527.030054164446,1163.7100970760914,220.44895408949654,2024-08-10 07:43:24.864233+00:00,"(12176.0306514004,)"
