,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,100,50,24350,"or_(gt('ma_high_24', 'lag_low_22'), gt('ma_volume_12', 'ma_volume_6'))",1.0%,116918.97703677377,89244.2071091122,1163.7100970760914,449.6860040325233,2024-08-03 08:58:23.805509+00:00
