,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,100,50,24111,"or_(gt('lag_close_16', 'lag_low_16'), gt('ma_high_36', 'lag_high_15'))",1.0%,116918.97703677377,103555.77150538162,1163.7100970760914,1030.5119411386638,2024-08-03 08:58:25.743378+00:00
