,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time
0,200,50,13982,"or_(or_(gt('ma_volume_42', 'ma_volume_20'), gt('lag_high_3', 'lag_open_18')), gt('lag_close_13', 'lag_close_30'))",1.0%,116918.97703677377,181102.654163559,1163.7100970760914,657.4445423506301,2024-08-09 17:27:20.843851+02:00
