,population_number,generations,run_time,best_tree,trading_cost,buy_hold_train,strategy_value_train,buy_hold_test,strategy_value_test,time,fitness_value
0,100,50,13239,"or_(gt('lag_high_41', 'ma_low_17'), gt('ma_open_21', 'lag_close_42'))",1.0%,116918.97703677377,143224.27096092934,1163.7100970760914,469.49078453147257,2024-08-13 05:43:29.943715+00:00,"(285166.21681575314,)"
